ID,AF,TI,SO,LA,DT,AB,PY
ID21,"Lanaj, Klodiana; Hollenbeck, John R.",LEADERSHIP OVER-EMERGENCE IN SELF-MANAGING TEAMS: THE ROLE OF GENDER AND COUNTERVAILING BIASES,ACADEMY OF MANAGEMENT JOURNAL,English,Article,"We examine leadership over-emergence, defined as instances when the level of one's leadership emergence is higher than the level of one's leadership effectiveness, in a sample of intact self-managing teams who worked together for a period of seven months. We draw from Gender Role Theory and Expectancy Violation Theory to examine the role of gender in predicting leadership over-emergence. Building on arguments from Gender Role Theory, we find that all else equal, men over-emerge as leaders. However, Expectancy Violation Theory suggests that women are likely to benefit from a countervailing bias. Specifically, women are attributed with higher levels of leadership emergence than men when they engage in agentic leadership behaviors-even if the level of the behaviors exhibited by men is exactly the same. Because the impact of these behaviors on leadership effectiveness is not contingent on gender, however, women who engage in more task behaviors and boundary spanning behaviors in self-managing teams also over-emerge as leaders. We discuss the implications of this study for Gender Role Theory and Expectancy Violation Theory, along with practical implications for managing the problem of leadership over-emergence in work groups.",2015
ID22,"Chung, Yunhyung; Liao, Hui; Jackson, Susan E.; Subramony, Mahesh; Colakoglu, Saba; Jiang, Yuan",CRACKING BUT NOT BREAKING: JOINT EFFECTS OF FAULTLINE STRENGTH AND DIVERSITY CLIMATE ON LOYAL BEHAVIOR,ACADEMY OF MANAGEMENT JOURNAL,English,Article,"This study examines the joint effects of diversity composition (as manifested in faultline strength) and diversity management (as manifested in diversity climate) on loyal behavior. Using data gathered from a sample of 1,652 managerial employees in 76 work units, we assess the cross-level effects of unit-level relationship-and task-related faultline strength and diversity climate on individual-level loyal behavior of managerial employees. We find a negative relationship between gender faultline strength and loyal behavior, and a positive relationship between diversity climate and loyal behavior. In addition, we find that work unit diversity climate moderates the relationships between the strength of gender and function faultlines and loyal behavior; specifically, a supportive diversity climate reduces the negative consequences associated with relationship-related faultlines and increases the positive consequences associated with task-related faultlines. The results highlight the value of simultaneously considering faultlines and diversity climate in understanding and managing workforce diversity.",2015
ID23,"Joshi, Aparna; Son, Jooyeon; Roh, Hyuntak",WHEN CAN WOMEN CLOSE THE GAP? A META-ANALYTIC TEST OF SEX DIFFERENCES IN PERFORMANCE AND REWARDS,ACADEMY OF MANAGEMENT JOURNAL,English,Article,"Drawing on macro and micro domains in gender research, we meta-analytically test whether occupation-, industry-, and job-level factors mitigate or exacerbate differences in performance evaluations (k = 93; n = 95,882) and rewards (k = 97; n = 378,850) between men and women. Based on studies conducted across a variety of work settings and spanning nearly 30 years, we found that the sex differences in rewards (d = .56) (including salary, bonuses, and promotions) were 14 times larger than sex differences in performance evaluations (d = .04), and that differences in performance evaluations did not explain reward differences between men and women. The percentage of men in an occupation and the complexity of jobs performed by employees enhanced the male-female gap in performance and rewards. In highly prestigious occupations, women performed equally, but were rewarded significantly lower than men. Only a higher representation of female executives at the industry level enabled women to reverse the gender gap in rewards and performance evaluations. Our configurational analysis also revealed that some occupation-, industry-, and job-level attributes of the work context jointly contributed to differences in rewards and performance evaluations.",2015
ID24,"Post, Corinne; Byron, Kris",WOMEN ON BOARDS AND FIRM FINANCIAL PERFORMANCE: A META-ANALYSIS,ACADEMY OF MANAGEMENT JOURNAL,English,Article,"Despite a large body of literature examining the relationship between women on boards and firm financial performance, the evidence is mixed. To reconcile the conflicting results, we statistically combine the results from 140 studies and examine whether these results vary by firms' legal/regulatory and socio-cultural contexts. We find that female board representation is positively related to accounting returns and that this relationship is more positive in countries with stronger shareholder protections-perhaps because shareholder protections motivate boards to use the different knowledge, experience, and values that each member brings. We also find that, although the relationship between female board representation and market performance is near zero the relationship is positive in countries with greater gender parity (and negative in countries with low gender parity)-perhaps because societal gender differences in human capital may influence investors' evaluations of the future earning potential of firms that have more female directors. Lastly, we find that female board representation is positively related to boards' two primary responsibilities: monitoring and strategy involvement. For both firm financial performance and board activities, we find mean effect sizes comparable to those found in meta-analyses of other aspects of board composition. We discuss the theoretical and practical implications of our findings.",2015
ID25,"Cumming, Douglas; Leung, T. Y.; Rui, Oliver",GENDER DIVERSITY AND SECURITIES FRAUD,ACADEMY OF MANAGEMENT JOURNAL,English,Article,"We formulate theory on the effect of board of director gender diversity on the broad spectrum of securities fraud, and generate three key insights. First, based on ethicality, risk aversion, and diversity, we hypothesize that gender diversity on boards can operate as a significant moderator for the frequency of fraud. Second, we advance that the stock market response to fraud from a more gender-diverse board is significantly less pronounced. Third, we posit that women are more effective in male-dominated industries in reducing both the frequency and severity of fraud. Results of our novel empirical tests, based on data from a large sample of Chinese firms that committed securities fraud, are largely consistent with each of these hypotheses.",2015
ID26,"Kreiner, Glen E.; Hollensbe, Elaine; Sheep, Mathew L.; Smith, Brett R.; Kataria, Niyati",ELASTICITY AND THE DIALECTIC TENSIONS OF ORGANIZATIONAL IDENTITY: HOW CAN WE HOLD TOGETHER WHILE WE ARE PULLING APART?,ACADEMY OF MANAGEMENT JOURNAL,English,Article,"Given the ever-changing nature of contemporary workplaces, members often renegotiate how they view the identity of their organization. One way they do so is by expanding or contracting their conception of organizational identity. In studying these processes, we develop the construct of ""identity elasticity""-the tensions that simultaneously stretch, while holding together, social constructions of identity. To explicate the parameters of elasticity, we problematize previous conceptions of the three foundations of organizational identity-centrality, endurance, and distinctiveness-and document the dialectic tensions experienced in their social constructions. We show how identity is experienced not only through a listing of attributes but also by negotiating a set of processual tensions. In so doing, we also bring together two competing views on organizational identity-process and characteristic. We show how experiencing and navigating the tensions of elasticity is a type of organizational identity work (process) that changes organizational members' constructions of identity (characteristic). We develop our findings as a result of a 10-year-long multiple-method study of an organization undergoing significant growing pains in its identity-the Episcopal Church. Further, we position elasticity as a crucial construct with implications for how organizational identity is viewed.",2015
ID27,"Gielnik, Michael M.; Spitzmuller, Matthias; Schmitt, Antje; Klemann, D. Katharina; Frese, Michael","I PUT IN EFFORT, THEREFORE I AM PASSIONATE: INVESTIGATING THE PATH FROM EFFORT TO PASSION IN ENTREPRENEURSHIP",ACADEMY OF MANAGEMENT JOURNAL,English,Article,"Most theoretical frameworks in entrepreneurship emphasize that entrepreneurial passion drives entrepreneurial effort. We hypothesize that the reverse effect is also true, and investigate changes in passion as an outcome of effort. Based on theories of self-regulation and self-perception, we hypothesize that making new venture progress and free choice are two factors that help to explain why and under which conditions entrepreneurial effort affects entrepreneurial passion. We undertook two studies to investigate our hypotheses. First, we conducted a weekly field study with 54 entrepreneurs who reported entrepreneurial effort and passion over 8 weeks (341 observations). The results showed that entrepreneurial effort predicted changes in entrepreneurial passion. Second, we conducted an experiment (n = 5 136) to investigate the effect of effort on passion and the underlying psychological processes in a laboratory setting. The results revealed that new venture progress mediated the effect of entrepreneurial effort on passion, and that free choice moderated the mediated effect. Overall, our findings provide a new theoretical perspective on the relationship between entrepreneurial effort and passion.",2015
ID28,"Desai, Vinit",LEARNING THROUGH THE DISTRIBUTION OF FAILURES WITHIN AN ORGANIZATION: EVIDENCE FROM HEART BYPASS SURGERY PERFORMANCE,ACADEMY OF MANAGEMENT JOURNAL,English,Article,"While research has suggested that organizations can improve by investigating and learning from failures, some work has found that they may generate incorrect lessons or fail to learn. This study addresses the debate by turning attention to the processes that underlie learning, using attribution theory to highlight the way in which decision makers interpret information about where failures occurred or who was involved. This approach is notable because it suggests that different organizations with similar experiences may have quite distinct reactions based on where that experience originates. Specifically, I predict that organizations learn less effectively when their failures are relatively concentrated in origin, meaning that failures typically involve a particular unit or even a specific individual, compared to when failures are more broadly dispersed. I also examine factors that intensify or ameliorate this effect, including an organization's size or its performance relative to aspirations. I test related hypotheses on a panel of hospitals that offered a specific surgical procedure within California from 2003 through 2010.",2015
ID29,"Jacquart, Philippe; Antonakis, John",WHEN DOES CHARISMA MATTER FOR TOP-LEVEL LEADERS? EFFECT OF ATTRIBUTIONAL AMBIGUITY,ACADEMY OF MANAGEMENT JOURNAL,English,Article,"One stream of leadership theory suggests that leaders are evaluated via inferential observer processes that compare the fit of the target to a prototype of an ideal ( charismatic) leader. Alternatively, attributional theories of leadership suggest that evaluations depend on knowledge of past organizational performance, which is attributed to the leader's skills. We develop a novel theory showing how inferential and attributional processes simultaneously explain top-level leader evaluation, and, ultimately, leader retention and selection. We argue that observers will mostly rely on attributional mechanisms when performance signals clearly indicate good or poor performance outcomes. However, under conditions of attributional ambiguity (i.e., when performance signals are unclear), observers will mostly rely on inferential processes. In Study 1, we tested our theory in an unconventional context-U.S. presidential elections-and found that the two processes, due to the leader's charisma and country's economic performance, interact in predicting whether a leader is selected. Using a business context and an experimental design, in Study 2, we showed that CEO charisma and firm performance interact in predicting leader retention, confirming the results we found in Study 1. Thus, our results suggest that this phenomenon is quite general and can apply to various performance domains.",2015
ID30,"Vaccaro, Antonino; Palazzo, Guido",VALUES AGAINST VIOLENCE: INSTITUTIONAL CHANGE IN SOCIETIES DOMINATED BY ORGANIZED CRIME,ACADEMY OF MANAGEMENT JOURNAL,English,Article,"Institutions that are controlled by organized crime are particularly change resistant. Sicilian society, for instance, has been dominated by the Mafia for more than 150 years, and our paper presents the results of a longitudinal study of Addiopizzo, an anti-Mafia organization founded in Sicily in 2004. We examine how a group of young activists used values to successfully challenge one of the key institutions of Sicilian society: pizzo, or the practice of paying protection money to the Mafia, a central pillar of the Mafia's territorial power. Our study demonstrates the performative power of values in contexts where institutions are highly resistant to change.",2015
ID31,"Hu, Jia; Liden, Robert C.",MAKING A DIFFERENCE IN THE TEAMWORK: LINKING TEAM PROSOCIAL MOTIVATION TO TEAM PROCESSES AND EFFECTIVENESS,ACADEMY OF MANAGEMENT JOURNAL,English,Article,"Although the importance of team motivation has been increasingly emphasized, few studies have focused on prosocial motivation. Integrating theories on team effectiveness with prosocial motivation, we propose a theoretical model that links team prosocial motivation to team effectiveness as mediated by team processes. Team process is captured through the task-driven process of team cooperation and the affect-based team viability, and team effectiveness is operationalized as team performance, team organizational citizenship behavior (OCB), and team voluntary turnover. The model is tested in Study 1, a field study with three-source data collected from 310 members of 67 work teams over four time periods, and Study 2, a laboratory experiment with 124 four-person teams in which team prosocial motivation is manipulated. In Studies 1 and 2, we find support for indirect effects of team prosocial motivation on team performance and team OCB through the mediating role of team cooperation. Team voluntary turnover is indirectly affected by team prosocial motivation through team viability. Furthermore, in both studies the indirect effects of team prosocial motivation on team performance and team OCB through team cooperation and on team voluntary turnover through team viability are stronger when the nature of the teams' work requires greater task interdependence.",2015
ID32,"Su, Weichieh; Tsang, Eric W. K.",PRODUCT DIVERSIFICATION AND FINANCIAL PERFORMANCE: THE MODERATING ROLE OF SECONDARY STAKEHOLDERS,ACADEMY OF MANAGEMENT JOURNAL,English,Article,"The challenges firms face increase with their product diversification levels because different product markets possess different sociopolitical issues. We argue that secondary stakeholders, as represented by various nonprofit or non-governmental organizations, serve as agents mitigating the external constraints embedded within sociopolitical environments. Firms should therefore maintain relationships with different secondary-stakeholder scopes commensurate with their product diversification levels in order to enhance financial performance. Analyzing a sample of U.S. Fortune 500 firms during the period from 1996 to 2003, we found that secondary stakeholders play a positive moderating role in the relationship between product diversification and financial performance. Furthermore, this moderating effect was stronger in the case of unrelated diversification than in related diversification.",2015
ID33,"Judge, Timothy A.; Zapata, Cindy P.",THE PERSON-SITUATION DEBATE REVISITED: EFFECT OF SITUATION STRENGTH AND TRAIT ACTIVATION ON THE VALIDITY OF THE BIG FIVE PERSONALITY TRAITS IN PREDICTING JOB PERFORMANCE,ACADEMY OF MANAGEMENT JOURNAL,English,Article,"Derived from two theoretical concepts-situation strength and trait activation-we develop and test an interactionist model governing the degree to which five-factor model personality traits are related to job performance. One concept-situation strength-was hypothesized to predict the validities of all of the ""Big Five"" traits, while the effects of the other-trait activation-were hypothesized to be specific to each trait. Based on this interactionist model, personality-performance correlations were located in the literature, and occupationally homogeneous jobs were coded according to their theoretically relevant contextual properties. Results revealed that all five traits were more predictive of performance for jobs in which the process by which the work was done represented weak situations (e.g., work was unstructured, employee had discretion to make decisions). Many of the traits also predicted performance in job contexts that activated specific traits (e.g., extraversion better predicted performance in jobs requiring social skills, agreeableness was less positively related to performance in competitive contexts, openness was more strongly related to performance in jobs with strong innovation/creativity requirements). Overall, the study's findings supported our interactionist model in which the situation exerts both general and specific effects on the degree to which personality predicts job performance.",2015
ID34,"Kapoor, Rahul; Klueter, Thomas",DECODING THE ADAPTABILITY-RIGIDITY PUZZLE: EVIDENCE FROM PHARMACEUTICAL INCUMBENTS' PURSUIT OF GENE THERAPY AND MONOCLONAL ANTIBODIES,ACADEMY OF MANAGEMENT JOURNAL,English,Article,"The emergence of radical technologies presents a significant challenge to incumbent firms. We study firms' management of radical technological change by separating their actions into upstream research (the ""R"" of R&D) and downstream development (the ""D"" of R&D). We introduce two contingencies to explain when incumbents' research investments in radical technologies translate into product development and when these upstream investments may get voided by organizational inertia downstream. First, radical technologies can differ in how they conform to incumbents' existing business models, impacting the extent to which the movement of research outputs toward development will be subject to inertial pressures. Second, incumbents can invest in a radical technology through a variety of modes (internal research, external research contracts, alliances, acquisitions). These modes represent unique combinations of who does research and who is involved in the decision for subsequent development, and, hence, differ in the extent to which they are shielded from inertial pressures. This difference helps explain why incumbents, despite responding to radical technologies, may still be unable to adapt, as well as what types of investments will be more effective in helping firms navigate technological change. Evidence from pharmaceutical incumbents' pursuit of monoclonal antibodies and gene therapy offers strong support for our arguments.",2015
